coder,response_uuid,participant__hashed_id,child_hashed_id,child__age_rounded,child__gender,videoShown,audioPlayed,frame_duration_stimuli,frame_duration_respond,frame_duration_transcribe,event0_timestamp,parent_transcription,response_video_file,session_order,trial_type,trial_num,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,notes_trial
sienna/lia,27b42e9e-5e3f-4ce4-b4ea-95e6455f6214,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,ducky.......do?,,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,DUCKY X2 [mom: you want to see the ducky again?] YEAH,n,n,n,n,n,n,n,y,,
sienna/lia,27b42e9e-5e3f-4ce4-b4ea-95e6455f6214,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,curtains,,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,rabbit,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,RABBIT,y,y,NA,NA,NA,y,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,car,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR,y,y,NA,NA,NA,y,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,[uninteligable] see? see?,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,GONE; SEE; UH; SEE SEE SEE,n,n,n,n,n,n,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,oh,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,"[mom says, ""Was there some fruit?""] [child nods yes]; unintelligible",n,n,n,n,n,n,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,nothing,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,UP,n,n,n,n,n,n,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,gone,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,DUCK; GONE; OH,n,y,n,n,n,n,y,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,nothing,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,69263699-e904-413f-aaba-2d917e65519c,FLTCLF,ZUVJ6F,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,unintelligible [child leaves frame],n,n,n,n,n,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,"""bunny... I want more bunny""",,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,"""yeah, car...more""",,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,"he repeated my questions back to me (""what did the bear do?"" etc)",,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,I DIDN'T SEE IT; WHAT HAPPENED; YA; WHA HAPPENED; unintelligible; [mom: what did the bear do] DO,n,n,n,n,n,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,"""he eat eat eat doggie""",,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,EAT; EAT X3 DOGGY; EAT X3 DOGGY,y,y,y,n,n,y,y,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,"""what happened?"" ""No"" ""I want more""",,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,WHAT HAPPENED X3; NO X2,n,n,n,n,n,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,"""no"" ""what happened?"" ""no happened""",,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,NO; WHAT HAPPENED X2,n,n,n,n,n,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,"""no banana... I want more""",,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,a25b517c-42c5-4993-991b-7a627478573c,67M6NS,ZUGXR6,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing related to the video,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,meow,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,MEOW MEOW,y,y,NA,NA,NA,y,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,bus,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,BUS [points at screen]; BUS,y,y,NA,NA,NA,y,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,nothing,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,nothing,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,uh oh,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,UH OH [points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,"""hippo""",,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[points at screen] unintelligible HIPPO,n,n,n,n,n,n,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,uh oh,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,SEE; UH OH,n,n,n,n,n,n,n,y,,
sienna/lia,0813addf-35ee-4108-93e6-b35bd2d46c6e,6T6HSK,B2JDAG,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,uh oh,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible; UH OH,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,meme,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,"YA unintelligible [mom says, ""Bunny, say bunny.""] unintelligible",n,n,NA,NA,NA,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,row,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points as screen] ROW,n,n,NA,NA,NA,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,nothing,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,"nothing, ""yeah""",,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[points at screen] YA [points at screen] YA,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,daddy,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,nothing,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,nothing,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[points at screen] [shakes head no],n,n,n,n,n,n,n,y,,
sienna/lia,a2b16e10-f767-4118-8f66-c91f49adae25,PSX2V7,UDCJV6,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,mommy,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[points at screen] MOMMY,n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,uh huh,,Order_4,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,uh huh,,Order_4,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,"[mom says, ""car, can you say car?""] [child shakes head no]",n,n,NA,NA,NA,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,gibberish,,Order_4,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[child shakes head no],n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,gibberish,,Order_4,test_trial,4,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,unintelligible [child points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,gibberish,,Order_4,test_trial,5,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,unintelligible [child points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,gibberish,,Order_4,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible [child makes some gestures with hid hands],n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,gibberish,,Order_4,test_trial,7,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,77153d2c-4b52-463b-be1f-465d6d99aaa6,QMNFN7,LRDUM2,540,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,up up up,,Order_4,test_trial,8,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,unintelligible [child fusses],n,n,n,n,n,n,n,n,fussy,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,"""nothing""",,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,"""nothing""",,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,"""iiihh""",,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,"""nothing"" but pointed to screen ",,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,dah bah bah,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,wah oihh oihh,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,babbled only vowel sounds,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,72c1530d-f4a1-49e9-8784-7939a9476bad,MTKEYW,ZQcYXT,540,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,duh dah dah dah dah dat,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,that,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,ya,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,nothing,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[glitchy video],n,n,n,n,n,n,n,n,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,none,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[glitchy video],n,n,n,n,n,n,n,n,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,ma yeah,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[glitchy video],n,n,n,n,n,n,n,n,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,hi that,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[glitchy video],n,n,n,n,n,n,n,n,,
sienna/lia,596ad346-aca4-4298-bc14-e87626c9e15d,TP5dVY,JFYCYF,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,[glitchy video],n,n,n,n,n,n,n,n,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,hi,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,HI [waves at screen],n,n,NA,NA,NA,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,car,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] CAR,y,y,NA,NA,NA,y,n,y,,
